,title,publication_date
278,The role of mentalizing capacity and ecological language diversity on irony comprehension in bilingual adults.,2022-08-25
279,"Hong Kong Chinese character psycholinguistic norms: ratings of 4376 single Chinese characters on semantic radical transparency, age-of-acquisition, familiarity, imageability, and concreteness.",2022-08-25
280,Successful recruitment of monolingual Spanish speaking Latinos to university phase II and III outpatient COVID-19 clinical treatment trials in Northern California.,2022-08-25
281,Validation of Male Talker Recordings of the Spanish Pediatric Speech Recognition Threshold Test and the Spanish Pediatric Picture Identification Test.,2022-08-25
282,Feasibility randomized controlled trial of a self-guided online intervention to promote psychosocial adjustment to unmet parenthood goals.,2022-08-25
283,"Language Contact, Language Ecology, and Intonational Variation in the Yami Community.",2022-08-25
284,Examining the Delivery of a Tailored Chinese Mind-Body Exercise to Low-Income Community-Dwelling Older Latino Individuals for Healthy Aging: Feasibility and Acceptability Study.,2022-08-24
285,Can the word superiority effect be modulated by serial position and prosodic structure?,2022-08-23
286,Potential factors influencing COVID-19 vaccine acceptance and hesitancy among Bangladeshi people: a cross-sectional study.,2022-08-23
287,An intricate relationship between executive function and second-language ability in a cohort of Uyghur-Chinese bilingual children.,2022-08-20
288,Community Conversations About COVID-19.,2022-08-19
289,"Menopause Rating Scale (MRS) in the Malay language-translation and validation in a multiethnic population of Selangor, Malaysia.",2022-08-18
290,Stimuli-responsive assembly of bilingual peptide nucleic acids.,2022-08-18
291,Keep the Ball Rolling: Sustained Multiturn Conversational Episodes Are Associated With Child Language Ability.,2022-08-16
292,Global TALES feasibility study: Personal narratives in 10-year-old children around the world.,2022-08-16
293,"Multifactorial approaches to study bilingualism in the aging population: Past, present, future.",2022-08-16
294,Online assessment of narrative macrostructure in adult Irish-English multilinguals.,2022-08-16
295,Morphological Priming Effects in L2 English Verbs for Japanese-English Bilinguals.,2022-08-16
296,"Editorial: Relationship of language and music, ten years after: Neural organization, cross-domain transfer and evolutionary origins.",2022-08-16
297,Type of bilingualism conditions individual differences in the oscillatory dynamics of inhibitory control.,2022-08-16
298,Obtaining Parallel Sentences in Low-Resource Language Pairs with Minimal Supervision.,2022-08-16
299,Interpreters as Vital (Re)Tellers of China's Reform and Opening-Up Meta-Narrative: A Digital Humanities (DH) Approach to Institutional Interpreters' Mediation.,2022-08-13
300,"The effects of alphabetic literacy, linguistic-processing demand and tone type on the dichotic listening of lexical tones.",2022-08-13
301,Atypical jobs in psychology: Public safety and criminal justice reform consultant.,2022-08-12
302,Are Canadian medicine librarians directly supporting medical student health and wellness? A nation-wide survey.,2022-08-12
303,The role of syntactic cues in monolingual and bilingual two-year-olds' novel word disambiguation.,2022-08-10
304,Neural correlates of thematic role assignment for passives in Standard Indonesian.,2022-08-10
305,"How individual, social, and ecological conditions influence dispersal decisions in male vervet monkeys.",2022-08-10
306,Translation and Adaptation of the Revised Children's Anxiety and Depression Scale: A Qualitative Study in Belize.,2022-08-08
307,Executive functions in mono- and bilingual children: Factor structure and relations with fluid intelligence.,2022-08-08
308,Bi-directional cross-language activation in Chinese Sign Language (CSL)-Chinese bimodal bilinguals.,2022-08-08
309,A cognitive inquiry into similarities and differences between translation and paraphrase: Evidence from eye movement data.,2022-08-06
310,Graph Theory Analysis of Semantic Fluency in Russian-English Bilinguals.,2022-08-06
311,Supporting Emergent Bilinguals Who Use Augmentative and Alternative Communication and Their Families: Lessons in Telepractice From the COVID-19 Pandemic.,2022-08-05
312,Multi-label classification of symptom terms from free-text bilingual adverse drug reaction reports using natural language processing.,2022-08-05
313,Adaptation of a school-based mental health program for adolescents in Vietnam.,2022-08-05
314,The Role of Language Switching During Cross-Talk Between Bilingual Language Control and Domain-General Conflict Monitoring.,2022-08-04
315,Subjects are not all alike: Eye-tracking the agent preference in Spanish.,2022-08-04
316,Syntactic awareness matters: uncovering reading comprehension difficulties in Hong Kong Chinese-English bilingual children.,2022-08-04
317,Development of categorical speech perception in Mandarin-speaking children and adolescents.,2022-08-04
318,Distress symptoms during the COVID-19 lockdown: A study with the general population of the United Arab Emirates.,2022-08-04
319,Masked-Speech Recognition for Linguistically Diverse Populations: A Focused Review and Suggestions for the Future.,2022-08-03
320,Bilingualism caught in a net: A new approach to understanding the complexity of bilingual experience.,2022-08-02
321,Spanish-English bilingual toddlers' vocabulary skills: The role of caregiver language input and warmth.,2022-08-02
322,"Fighting hate speech from bilingual hinglish speaker's perspective, a transformer- and translation-based approach.",2022-08-02
323,Uyghur-Chinese Adult Bilinguals' Construal of Voluntary Motion Events.,2022-08-02
324,Increasing engagement of Hispanics/Latinos in clinical trials on Alzheimer's disease and related dementias.,2022-08-02
325,The posterior middle temporal gyrus serves as a hub in syntactic comprehension: A model on the syntactic neural network.,2022-08-01
326,Tracking lexical access and code switching in multilingual participants with different degrees of simultaneous interpretation expertise.,2022-07-30
327,The effect of bilingualism on executive functions when languages are similar: a comparison between Hungarian-Serbian and Slovak-Serbian young adult bilinguals.,2022-07-30
328,An Empirical Study on Imagery and Emotional Response in Chinese Poetry Translation-The Visual Grammar Perspective.,2022-07-30
329,Adopting global tools for the advancement of pharmacy practice and workforce in Saudi Arabia.,2022-07-30
330,GECO-CN: Ghent Eye-tracking COrpus of sentence reading for Chinese-English bilinguals.,2022-07-28
331,"Playing to Pretend or ""Pretending"" to Play: Play in Children with Autism Spectrum Disorder.",2022-07-28
332,"Translation, Adaptation, and Validation of Hindi version of Quality of Life of the Infant (QUALIN) for Use in Infants and Toddlers.",2022-07-28
333,"""Es Muy Tranquilo Aquí"": Perceptions of Safety and Calm among Binationally Mobile Mexican Immigrants in a Rural Border Community.",2022-07-28
334,Exploring Gender Differences in the Instructor Presence Effect in Video Lectures: An Eye-Tracking Study.,2022-07-28
335,Italian validation of the Neck Dissection Impairment Index questionnaire.,2022-07-27
336,Comparing Measures From Computer-Administered and Examiner-Administered Narrative Retells in Spanish: A Pilot Study.,2022-07-26
337,Working toward Socially Responsive Recruitment Practices of Psychology Interns in an Academic Medical Center.,2022-07-26
338,A 3-year longitudinal investigation of the overlap and stability of English and French word reading difficulties in French immersion children.,2022-07-26
339,A Cancer Health Needs Assessment Reveals Important Differences Between US-Born and Foreign-Born Latinos in California.,2022-07-26
340,A study of reading attitude and reading achievement among young learners in middle school.,2022-07-26
341,The Adaptive Test of Emotion Knowledge for 3-to 9-Year-Olds: Psychometric Properties and Validity.,2022-07-26
342,Categorical Perception of Lexical Tones in Mandarin-Speaking Seniors.,2022-07-23
343,The Multilingual Picture Database.,2022-07-22
344,Classifying Interpreter Behaviors During Aphasia Assessments: Survey Results and Checklist Development.,2022-07-21
345,Sentence Repetition Performance Differences in Bilingual and Monolingual Children.,2022-07-21
346,Identifying Language Disorder in Bilingual Children Using Automatic Speech Recognition.,2022-07-21
347,Linguistically Informed Acoustic and Perceptual Analysis of Bilingual Children's Speech Productions: An Exploratory Study in the Jamaican Context.,2022-07-21
348,Impaired Categorical Perception of Speech Sounds Under the Backward Masking Condition in Adults Who Stutter.,2022-07-21
349,Prevalence of non-communicable chronic diseases and associated factors in deaf people.,2022-07-21
